model,phase,magnitude_cm,force_N,episode,trigger_step,fired,success
OFT,C,8.0,0.1162,50,228,0,1
OFT,baseline,0,0.0,1,,0,1
OFT,baseline,0,0.0,2,,0,1
OFT,baseline,0,0.0,3,,0,1
OFT,baseline,0,0.0,4,,0,1
OFT,baseline,0,0.0,5,,0,1
OFT,baseline,0,0.0,6,,0,1
OFT,baseline,0,0.0,7,,0,1
OFT,baseline,0,0.0,8,,0,1
OFT,baseline,0,0.0,9,,0,1
OFT,baseline,0,0.0,10,,0,1
OFT,baseline,0,0.0,11,,0,0
OFT,baseline,0,0.0,12,,0,1
OFT,baseline,0,0.0,13,,0,1
OFT,baseline,0,0.0,14,,0,1
OFT,baseline,0,0.0,15,,0,0
OFT,baseline,0,0.0,16,,0,1
OFT,baseline,0,0.0,17,,0,1
OFT,baseline,0,0.0,18,,0,1
OFT,baseline,0,0.0,19,,0,1
OFT,baseline,0,0.0,20,,0,1
OFT,baseline,0,0.0,21,,0,0
OFT,baseline,0,0.0,22,,0,1
OFT,baseline,0,0.0,23,,0,1
OFT,baseline,0,0.0,24,,0,0
OFT,baseline,0,0.0,25,,0,1
OFT,baseline,0,0.0,26,,0,0
OFT,baseline,0,0.0,27,,0,0
OFT,baseline,0,0.0,28,,0,0
OFT,baseline,0,0.0,29,,0,0
OFT,baseline,0,0.0,30,,0,1
OFT,baseline,0,0.0,31,,0,0
OFT,baseline,0,0.0,32,,0,1
OFT,baseline,0,0.0,33,,0,1
OFT,baseline,0,0.0,34,,0,1
OFT,baseline,0,0.0,35,,0,1
OFT,baseline,0,0.0,36,,0,1
OFT,baseline,0,0.0,37,,0,1
OFT,baseline,0,0.0,38,,0,1
OFT,baseline,0,0.0,39,,0,1
OFT,baseline,0,0.0,40,,0,0
OFT,baseline,0,0.0,41,,0,1
OFT,baseline,0,0.0,42,,0,1
OFT,baseline,0,0.0,43,,0,1
OFT,baseline,0,0.0,44,,0,1
OFT,baseline,0,0.0,45,,0,1
OFT,baseline,0,0.0,46,,0,1
OFT,baseline,0,0.0,47,,0,1
OFT,baseline,0,0.0,48,,0,1
OFT,baseline,0,0.0,49,,0,1
OFT,baseline,0,0.0,50,,0,1
VLA-Adapter,A,1.0,0.0997,1,54,1,1
VLA-Adapter,A,1.0,0.0997,2,45,1,1
VLA-Adapter,A,1.0,0.0997,3,34,1,1
VLA-Adapter,A,1.0,0.0997,4,2,1,1
VLA-Adapter,A,1.0,0.0997,5,12,1,0
VLA-Adapter,A,1.0,0.0997,6,48,1,1
VLA-Adapter,A,1.0,0.0997,7,55,1,1
VLA-Adapter,A,1.0,0.0997,8,22,1,1
VLA-Adapter,A,1.0,0.0997,9,48,1,0
VLA-Adapter,A,1.0,0.0997,10,25,1,1
VLA-Adapter,A,1.0,0.0997,11,18,1,1
VLA-Adapter,A,1.0,0.0997,12,30,1,0
VLA-Adapter,A,1.0,0.0997,13,28,1,0
VLA-Adapter,A,1.0,0.0997,14,8,1,0
VLA-Adapter,A,1.0,0.0997,15,6,1,0
VLA-Adapter,A,1.0,0.0997,16,8,1,1
VLA-Adapter,A,1.0,0.0997,17,38,1,1
VLA-Adapter,A,1.0,0.0997,18,8,1,1
VLA-Adapter,A,1.0,0.0997,19,28,1,1
VLA-Adapter,A,1.0,0.0997,20,45,1,1
VLA-Adapter,A,1.0,0.0997,21,8,1,0
VLA-Adapter,A,1.0,0.0997,22,6,1,0
VLA-Adapter,A,1.0,0.0997,23,51,1,1
VLA-Adapter,A,1.0,0.0997,24,23,1,1
VLA-Adapter,A,1.0,0.0997,25,33,1,1
VLA-Adapter,A,1.0,0.0997,26,55,1,1
VLA-Adapter,A,1.0,0.0997,27,38,1,0
VLA-Adapter,A,1.0,0.0997,28,31,1,1
VLA-Adapter,A,1.0,0.0997,29,2,1,0
VLA-Adapter,A,1.0,0.0997,30,20,1,1
VLA-Adapter,A,1.0,0.0997,31,56,1,0
VLA-Adapter,A,1.0,0.0997,32,33,1,1
VLA-Adapter,A,1.0,0.0997,33,45,1,0
VLA-Adapter,A,1.0,0.0997,34,27,1,0
VLA-Adapter,A,1.0,0.0997,35,25,1,1
VLA-Adapter,A,1.0,0.0997,36,35,1,1
VLA-Adapter,A,1.0,0.0997,37,14,1,0
VLA-Adapter,A,1.0,0.0997,38,47,1,1
VLA-Adapter,A,1.0,0.0997,39,59,1,1
VLA-Adapter,A,1.0,0.0997,40,23,1,1
VLA-Adapter,A,1.0,0.0997,41,28,1,1
VLA-Adapter,A,1.0,0.0997,42,43,1,1
VLA-Adapter,A,1.0,0.0997,43,12,1,1
VLA-Adapter,A,1.0,0.0997,44,11,1,1
VLA-Adapter,A,1.0,0.0997,45,49,1,1
VLA-Adapter,A,1.0,0.0997,46,31,1,1
VLA-Adapter,A,1.0,0.0997,47,52,1,0
VLA-Adapter,A,1.0,0.0997,48,48,1,1
VLA-Adapter,A,1.0,0.0997,49,54,1,1
VLA-Adapter,A,1.0,0.0997,50,54,1,1
VLA-Adapter,A,3.0,0.1039,1,54,1,1
VLA-Adapter,A,3.0,0.1039,2,45,1,1
VLA-Adapter,A,3.0,0.1039,3,34,1,1
VLA-Adapter,A,3.0,0.1039,4,2,1,1
VLA-Adapter,A,3.0,0.1039,5,12,1,0
VLA-Adapter,A,3.0,0.1039,6,48,1,1
VLA-Adapter,A,3.0,0.1039,7,55,1,1
VLA-Adapter,A,3.0,0.1039,8,22,1,1
VLA-Adapter,A,3.0,0.1039,9,48,1,0
VLA-Adapter,A,3.0,0.1039,10,25,1,1
VLA-Adapter,A,3.0,0.1039,11,18,1,1
VLA-Adapter,A,3.0,0.1039,12,30,1,0
VLA-Adapter,A,3.0,0.1039,13,28,1,0
VLA-Adapter,A,3.0,0.1039,14,8,1,0
VLA-Adapter,A,3.0,0.1039,15,6,1,0
VLA-Adapter,A,3.0,0.1039,16,8,1,1
VLA-Adapter,A,3.0,0.1039,17,38,1,1
VLA-Adapter,A,3.0,0.1039,18,8,1,0
VLA-Adapter,A,3.0,0.1039,19,28,1,1
VLA-Adapter,A,3.0,0.1039,20,45,1,1
VLA-Adapter,A,3.0,0.1039,21,8,1,0
VLA-Adapter,A,3.0,0.1039,22,6,1,0
VLA-Adapter,A,3.0,0.1039,23,51,1,1
VLA-Adapter,A,3.0,0.1039,24,23,1,0
VLA-Adapter,A,3.0,0.1039,25,33,1,1
VLA-Adapter,A,3.0,0.1039,26,55,1,1
VLA-Adapter,A,3.0,0.1039,27,38,1,0
VLA-Adapter,A,3.0,0.1039,28,31,1,1
VLA-Adapter,A,3.0,0.1039,29,2,1,0
VLA-Adapter,A,3.0,0.1039,30,20,1,0
VLA-Adapter,A,3.0,0.1039,31,56,1,0
VLA-Adapter,A,3.0,0.1039,32,33,1,1
VLA-Adapter,A,3.0,0.1039,33,45,1,0
VLA-Adapter,A,3.0,0.1039,34,27,1,0
VLA-Adapter,A,3.0,0.1039,35,25,1,1
VLA-Adapter,A,3.0,0.1039,36,35,1,1
VLA-Adapter,A,3.0,0.1039,37,14,1,0
VLA-Adapter,A,3.0,0.1039,38,47,1,1
VLA-Adapter,A,3.0,0.1039,39,59,1,1
VLA-Adapter,A,3.0,0.1039,40,23,1,1
VLA-Adapter,A,3.0,0.1039,41,28,1,1
VLA-Adapter,A,3.0,0.1039,42,43,1,1
VLA-Adapter,A,3.0,0.1039,43,12,1,0
VLA-Adapter,A,3.0,0.1039,44,11,1,1
VLA-Adapter,A,3.0,0.1039,45,49,1,1
VLA-Adapter,A,3.0,0.1039,46,31,1,0
VLA-Adapter,A,3.0,0.1039,47,52,1,0
VLA-Adapter,A,3.0,0.1039,48,48,1,1
VLA-Adapter,A,3.0,0.1039,49,54,1,1
VLA-Adapter,A,3.0,0.1039,50,54,1,1
VLA-Adapter,A,5.0,0.1091,1,54,1,0
VLA-Adapter,A,5.0,0.1091,2,45,1,1
VLA-Adapter,A,5.0,0.1091,3,34,1,1
VLA-Adapter,A,5.0,0.1091,4,2,1,1
VLA-Adapter,A,5.0,0.1091,5,12,1,0
VLA-Adapter,A,5.0,0.1091,6,48,1,1
VLA-Adapter,A,5.0,0.1091,7,55,1,1
VLA-Adapter,A,5.0,0.1091,8,22,1,1
VLA-Adapter,A,5.0,0.1091,9,48,1,0
VLA-Adapter,A,5.0,0.1091,10,25,1,0
VLA-Adapter,A,5.0,0.1091,11,18,1,1
VLA-Adapter,A,5.0,0.1091,12,30,1,0
VLA-Adapter,A,5.0,0.1091,13,28,1,1
VLA-Adapter,A,5.0,0.1091,14,8,1,0
VLA-Adapter,A,5.0,0.1091,15,6,1,0
VLA-Adapter,A,5.0,0.1091,16,8,1,1
VLA-Adapter,A,5.0,0.1091,17,38,1,1
VLA-Adapter,A,5.0,0.1091,18,8,1,0
VLA-Adapter,A,5.0,0.1091,19,28,1,1
VLA-Adapter,A,5.0,0.1091,20,45,1,1
VLA-Adapter,A,5.0,0.1091,21,8,1,0
VLA-Adapter,A,5.0,0.1091,22,6,1,0
VLA-Adapter,A,5.0,0.1091,23,51,1,0
VLA-Adapter,A,5.0,0.1091,24,23,1,0
VLA-Adapter,A,5.0,0.1091,25,33,1,1
VLA-Adapter,A,5.0,0.1091,26,55,1,1
VLA-Adapter,A,5.0,0.1091,27,38,1,0
VLA-Adapter,A,5.0,0.1091,28,31,1,0
VLA-Adapter,A,5.0,0.1091,29,2,1,1
VLA-Adapter,A,5.0,0.1091,30,20,1,1
VLA-Adapter,A,5.0,0.1091,31,56,1,0
VLA-Adapter,A,5.0,0.1091,32,33,1,1
VLA-Adapter,A,5.0,0.1091,33,45,1,0
VLA-Adapter,A,5.0,0.1091,34,27,1,0
VLA-Adapter,A,5.0,0.1091,35,25,1,1
VLA-Adapter,A,5.0,0.1091,36,35,1,0
VLA-Adapter,A,5.0,0.1091,37,14,1,1
VLA-Adapter,A,5.0,0.1091,38,47,1,1
VLA-Adapter,A,5.0,0.1091,39,59,1,1
VLA-Adapter,A,5.0,0.1091,40,23,1,1
VLA-Adapter,A,5.0,0.1091,41,28,1,0
VLA-Adapter,A,5.0,0.1091,42,43,1,0
VLA-Adapter,A,5.0,0.1091,43,12,1,0
VLA-Adapter,A,5.0,0.1091,44,11,1,0
VLA-Adapter,A,5.0,0.1091,45,49,1,0
VLA-Adapter,A,5.0,0.1091,46,31,1,1
VLA-Adapter,A,5.0,0.1091,47,52,1,1
VLA-Adapter,A,5.0,0.1091,48,48,1,1
VLA-Adapter,A,5.0,0.1091,49,54,1,1
VLA-Adapter,A,5.0,0.1091,50,54,1,0
VLA-Adapter,A,8.0,0.1162,1,54,1,0
VLA-Adapter,A,8.0,0.1162,2,45,1,0
VLA-Adapter,A,8.0,0.1162,3,34,1,1
VLA-Adapter,A,8.0,0.1162,4,2,1,0
VLA-Adapter,A,8.0,0.1162,5,12,1,0
VLA-Adapter,A,8.0,0.1162,6,48,1,0
VLA-Adapter,A,8.0,0.1162,7,55,1,0
VLA-Adapter,A,8.0,0.1162,8,22,1,0
VLA-Adapter,A,8.0,0.1162,9,48,1,0
VLA-Adapter,A,8.0,0.1162,10,25,1,0
VLA-Adapter,A,8.0,0.1162,11,18,1,1
VLA-Adapter,A,8.0,0.1162,12,30,1,0
VLA-Adapter,A,8.0,0.1162,13,28,1,0
VLA-Adapter,A,8.0,0.1162,14,8,1,0
VLA-Adapter,A,8.0,0.1162,15,6,1,0
VLA-Adapter,A,8.0,0.1162,16,8,1,0
VLA-Adapter,A,8.0,0.1162,17,38,1,1
VLA-Adapter,A,8.0,0.1162,18,8,1,0
VLA-Adapter,A,8.0,0.1162,19,28,1,1
VLA-Adapter,A,8.0,0.1162,20,45,1,1
VLA-Adapter,A,8.0,0.1162,21,8,1,0
VLA-Adapter,A,8.0,0.1162,22,6,1,0
VLA-Adapter,A,8.0,0.1162,23,51,1,1
VLA-Adapter,A,8.0,0.1162,24,23,1,0
VLA-Adapter,A,8.0,0.1162,25,33,1,1
VLA-Adapter,A,8.0,0.1162,26,55,1,0
VLA-Adapter,A,8.0,0.1162,27,38,1,0
VLA-Adapter,A,8.0,0.1162,28,31,1,0
VLA-Adapter,A,8.0,0.1162,29,2,1,0
VLA-Adapter,A,8.0,0.1162,30,20,1,0
VLA-Adapter,A,8.0,0.1162,31,56,1,1
VLA-Adapter,A,8.0,0.1162,32,33,1,0
VLA-Adapter,A,8.0,0.1162,33,45,1,0
VLA-Adapter,A,8.0,0.1162,34,27,1,0
VLA-Adapter,A,8.0,0.1162,35,25,1,0
VLA-Adapter,A,8.0,0.1162,36,35,1,0
VLA-Adapter,A,8.0,0.1162,37,14,1,1
VLA-Adapter,A,8.0,0.1162,38,47,1,1
VLA-Adapter,A,8.0,0.1162,39,59,1,0
VLA-Adapter,A,8.0,0.1162,40,23,1,0
VLA-Adapter,A,8.0,0.1162,41,28,1,0
VLA-Adapter,A,8.0,0.1162,42,43,1,0
VLA-Adapter,A,8.0,0.1162,43,12,1,0
VLA-Adapter,A,8.0,0.1162,44,11,1,1
VLA-Adapter,A,8.0,0.1162,45,49,1,0
VLA-Adapter,A,8.0,0.1162,46,31,1,0
VLA-Adapter,A,8.0,0.1162,47,52,1,0
VLA-Adapter,A,8.0,0.1162,48,48,1,1
VLA-Adapter,A,8.0,0.1162,49,54,1,1
VLA-Adapter,A,8.0,0.1162,50,54,1,0
VLA-Adapter,B,1.0,0.0997,1,126,1,1
VLA-Adapter,B,1.0,0.0997,2,134,1,1
VLA-Adapter,B,1.0,0.0997,3,176,1,0
VLA-Adapter,B,1.0,0.0997,4,71,1,1
VLA-Adapter,B,1.0,0.0997,5,189,1,0
VLA-Adapter,B,1.0,0.0997,6,158,1,1
VLA-Adapter,B,1.0,0.0997,7,181,1,1
VLA-Adapter,B,1.0,0.0997,8,74,1,1
VLA-Adapter,B,1.0,0.0997,9,107,1,1
VLA-Adapter,B,1.0,0.0997,10,166,1,0
VLA-Adapter,B,1.0,0.0997,11,147,1,1
VLA-Adapter,B,1.0,0.0997,12,198,1,0
VLA-Adapter,B,1.0,0.0997,13,84,1,0
VLA-Adapter,B,1.0,0.0997,14,106,1,0
VLA-Adapter,B,1.0,0.0997,15,116,1,0
VLA-Adapter,B,1.0,0.0997,16,137,1,1
VLA-Adapter,B,1.0,0.0997,17,110,1,1
VLA-Adapter,B,1.0,0.0997,18,187,1,1
VLA-Adapter,B,1.0,0.0997,19,186,1,1
VLA-Adapter,B,1.0,0.0997,20,104,1,1
VLA-Adapter,B,1.0,0.0997,21,182,1,0
VLA-Adapter,B,1.0,0.0997,22,104,1,0
VLA-Adapter,B,1.0,0.0997,23,74,1,1
VLA-Adapter,B,1.0,0.0997,24,179,1,1
VLA-Adapter,B,1.0,0.0997,25,104,1,1
VLA-Adapter,B,1.0,0.0997,26,165,1,1
VLA-Adapter,B,1.0,0.0997,27,103,1,0
VLA-Adapter,B,1.0,0.0997,28,137,1,1
VLA-Adapter,B,1.0,0.0997,29,192,1,0
VLA-Adapter,B,1.0,0.0997,30,176,1,0
VLA-Adapter,B,1.0,0.0997,31,143,1,1
VLA-Adapter,B,1.0,0.0997,32,185,1,1
VLA-Adapter,B,1.0,0.0997,33,176,1,1
VLA-Adapter,B,1.0,0.0997,34,154,1,1
VLA-Adapter,B,1.0,0.0997,35,120,1,0
VLA-Adapter,B,1.0,0.0997,36,172,1,0
VLA-Adapter,B,1.0,0.0997,37,121,1,0
VLA-Adapter,B,1.0,0.0997,38,125,1,1
VLA-Adapter,B,1.0,0.0997,39,93,1,1
VLA-Adapter,B,1.0,0.0997,40,169,1,1
VLA-Adapter,B,1.0,0.0997,41,149,1,1
VLA-Adapter,B,1.0,0.0997,42,199,1,1
VLA-Adapter,B,1.0,0.0997,43,63,1,1
VLA-Adapter,B,1.0,0.0997,44,159,1,1
VLA-Adapter,B,1.0,0.0997,45,117,1,1
VLA-Adapter,B,1.0,0.0997,46,124,1,1
VLA-Adapter,B,1.0,0.0997,47,106,1,1
VLA-Adapter,B,1.0,0.0997,48,196,1,1
VLA-Adapter,B,1.0,0.0997,49,162,1,1
VLA-Adapter,B,1.0,0.0997,50,133,1,1
VLA-Adapter,B,3.0,0.1039,1,126,1,0
VLA-Adapter,B,3.0,0.1039,2,134,1,1
VLA-Adapter,B,3.0,0.1039,3,176,1,0
VLA-Adapter,B,3.0,0.1039,4,71,1,1
VLA-Adapter,B,3.0,0.1039,5,189,1,0
VLA-Adapter,B,3.0,0.1039,6,158,1,1
VLA-Adapter,B,3.0,0.1039,7,181,1,1
VLA-Adapter,B,3.0,0.1039,8,74,1,0
VLA-Adapter,B,3.0,0.1039,9,107,1,1
VLA-Adapter,B,3.0,0.1039,10,166,1,0
VLA-Adapter,B,3.0,0.1039,11,147,1,1
VLA-Adapter,B,3.0,0.1039,12,198,1,0
VLA-Adapter,B,3.0,0.1039,13,84,1,0
VLA-Adapter,B,3.0,0.1039,14,106,1,0
VLA-Adapter,B,3.0,0.1039,15,116,1,0
VLA-Adapter,B,3.0,0.1039,16,137,1,1
VLA-Adapter,B,3.0,0.1039,17,110,1,1
VLA-Adapter,B,3.0,0.1039,18,187,1,1
VLA-Adapter,B,3.0,0.1039,19,186,1,0
VLA-Adapter,B,3.0,0.1039,20,104,1,1
VLA-Adapter,B,3.0,0.1039,21,182,1,0
VLA-Adapter,B,3.0,0.1039,22,104,1,1
VLA-Adapter,B,3.0,0.1039,23,74,1,1
VLA-Adapter,B,3.0,0.1039,24,179,1,0
VLA-Adapter,B,3.0,0.1039,25,104,1,0
VLA-Adapter,B,3.0,0.1039,26,165,1,0
VLA-Adapter,B,3.0,0.1039,27,103,1,0
VLA-Adapter,B,3.0,0.1039,28,137,1,1
VLA-Adapter,B,3.0,0.1039,29,192,1,1
VLA-Adapter,B,3.0,0.1039,30,176,1,0
VLA-Adapter,B,3.0,0.1039,31,143,1,1
VLA-Adapter,B,3.0,0.1039,32,185,1,1
VLA-Adapter,B,3.0,0.1039,33,176,1,1
VLA-Adapter,B,3.0,0.1039,34,154,1,1
VLA-Adapter,B,3.0,0.1039,35,120,1,0
VLA-Adapter,B,3.0,0.1039,36,172,1,1
VLA-Adapter,B,3.0,0.1039,37,121,1,0
VLA-Adapter,B,3.0,0.1039,38,125,1,1
VLA-Adapter,B,3.0,0.1039,39,93,1,1
VLA-Adapter,B,3.0,0.1039,40,169,1,0
VLA-Adapter,B,3.0,0.1039,41,149,1,1
VLA-Adapter,B,3.0,0.1039,42,199,1,1
VLA-Adapter,B,3.0,0.1039,43,63,1,1
VLA-Adapter,B,3.0,0.1039,44,159,1,1
VLA-Adapter,B,3.0,0.1039,45,117,1,1
VLA-Adapter,B,3.0,0.1039,46,124,1,0
VLA-Adapter,B,3.0,0.1039,47,106,1,1
VLA-Adapter,B,3.0,0.1039,48,196,1,1
VLA-Adapter,B,3.0,0.1039,49,162,1,1
VLA-Adapter,B,3.0,0.1039,50,133,1,1
VLA-Adapter,B,5.0,0.1091,1,126,1,1
VLA-Adapter,B,5.0,0.1091,2,134,1,1
VLA-Adapter,B,5.0,0.1091,3,176,1,0
VLA-Adapter,B,5.0,0.1091,4,71,1,0
VLA-Adapter,B,5.0,0.1091,5,189,1,0
VLA-Adapter,B,5.0,0.1091,6,158,1,1
VLA-Adapter,B,5.0,0.1091,7,181,1,0
VLA-Adapter,B,5.0,0.1091,8,74,1,0
VLA-Adapter,B,5.0,0.1091,9,107,1,0
VLA-Adapter,B,5.0,0.1091,10,166,1,0
VLA-Adapter,B,5.0,0.1091,11,147,1,0
VLA-Adapter,B,5.0,0.1091,12,198,1,0
VLA-Adapter,B,5.0,0.1091,13,84,1,0
VLA-Adapter,B,5.0,0.1091,14,106,1,0
VLA-Adapter,B,5.0,0.1091,15,116,1,0
VLA-Adapter,B,5.0,0.1091,16,137,1,1
VLA-Adapter,B,5.0,0.1091,17,110,1,1
VLA-Adapter,B,5.0,0.1091,18,187,1,1
VLA-Adapter,B,5.0,0.1091,19,186,1,0
VLA-Adapter,B,5.0,0.1091,20,104,1,1
VLA-Adapter,B,5.0,0.1091,21,182,1,0
VLA-Adapter,B,5.0,0.1091,22,104,1,0
VLA-Adapter,B,5.0,0.1091,23,74,1,1
VLA-Adapter,B,5.0,0.1091,24,179,1,0
VLA-Adapter,B,5.0,0.1091,25,104,1,0
VLA-Adapter,B,5.0,0.1091,26,165,1,0
VLA-Adapter,B,5.0,0.1091,27,103,1,0
VLA-Adapter,B,5.0,0.1091,28,137,1,1
VLA-Adapter,B,5.0,0.1091,29,192,1,1
VLA-Adapter,B,5.0,0.1091,30,176,1,0
VLA-Adapter,B,5.0,0.1091,31,143,1,0
VLA-Adapter,B,5.0,0.1091,32,185,1,0
VLA-Adapter,B,5.0,0.1091,33,176,1,1
VLA-Adapter,B,5.0,0.1091,34,154,1,1
VLA-Adapter,B,5.0,0.1091,35,120,1,0
VLA-Adapter,B,5.0,0.1091,36,172,1,1
VLA-Adapter,B,5.0,0.1091,37,121,1,0
VLA-Adapter,B,5.0,0.1091,38,125,1,1
VLA-Adapter,B,5.0,0.1091,39,93,1,1
VLA-Adapter,B,5.0,0.1091,40,169,1,0
VLA-Adapter,B,5.0,0.1091,41,149,1,1
VLA-Adapter,B,5.0,0.1091,42,199,1,1
VLA-Adapter,B,5.0,0.1091,43,63,1,1
VLA-Adapter,B,5.0,0.1091,44,159,1,1
VLA-Adapter,B,5.0,0.1091,45,117,1,1
VLA-Adapter,B,5.0,0.1091,46,124,1,1
VLA-Adapter,B,5.0,0.1091,47,106,1,0
VLA-Adapter,B,5.0,0.1091,48,196,1,1
VLA-Adapter,B,5.0,0.1091,49,162,1,0
VLA-Adapter,B,5.0,0.1091,50,133,1,1
VLA-Adapter,B,8.0,0.1162,1,126,1,0
VLA-Adapter,B,8.0,0.1162,2,134,1,0
VLA-Adapter,B,8.0,0.1162,3,176,1,0
VLA-Adapter,B,8.0,0.1162,4,71,1,0
VLA-Adapter,B,8.0,0.1162,5,189,1,0
VLA-Adapter,B,8.0,0.1162,6,158,1,1
VLA-Adapter,B,8.0,0.1162,7,181,1,0
VLA-Adapter,B,8.0,0.1162,8,74,1,0
VLA-Adapter,B,8.0,0.1162,9,107,1,0
VLA-Adapter,B,8.0,0.1162,10,166,1,0
VLA-Adapter,B,8.0,0.1162,11,147,1,1
VLA-Adapter,B,8.0,0.1162,12,198,1,0
VLA-Adapter,B,8.0,0.1162,13,84,1,0
VLA-Adapter,B,8.0,0.1162,14,106,1,0
VLA-Adapter,B,8.0,0.1162,15,116,1,1
VLA-Adapter,B,8.0,0.1162,16,137,1,1
VLA-Adapter,B,8.0,0.1162,17,110,1,0
VLA-Adapter,B,8.0,0.1162,18,187,1,1
VLA-Adapter,B,8.0,0.1162,19,186,1,0
VLA-Adapter,B,8.0,0.1162,20,104,1,0
VLA-Adapter,B,8.0,0.1162,21,182,1,0
VLA-Adapter,B,8.0,0.1162,22,104,1,0
VLA-Adapter,B,8.0,0.1162,23,74,1,1
VLA-Adapter,B,8.0,0.1162,24,179,1,0
VLA-Adapter,B,8.0,0.1162,25,104,1,0
VLA-Adapter,B,8.0,0.1162,26,165,1,0
VLA-Adapter,B,8.0,0.1162,27,103,1,0
VLA-Adapter,B,8.0,0.1162,28,137,1,0
VLA-Adapter,B,8.0,0.1162,29,192,1,1
VLA-Adapter,B,8.0,0.1162,30,176,1,0
VLA-Adapter,B,8.0,0.1162,31,143,1,0
VLA-Adapter,B,8.0,0.1162,32,185,1,1
VLA-Adapter,B,8.0,0.1162,33,176,1,1
VLA-Adapter,B,8.0,0.1162,34,154,1,1
VLA-Adapter,B,8.0,0.1162,35,120,1,0
VLA-Adapter,B,8.0,0.1162,36,172,1,0
VLA-Adapter,B,8.0,0.1162,37,121,1,0
VLA-Adapter,B,8.0,0.1162,38,125,1,1
VLA-Adapter,B,8.0,0.1162,39,93,1,1
VLA-Adapter,B,8.0,0.1162,40,169,1,0
VLA-Adapter,B,8.0,0.1162,41,149,1,0
VLA-Adapter,B,8.0,0.1162,42,199,1,1
VLA-Adapter,B,8.0,0.1162,43,63,1,1
VLA-Adapter,B,8.0,0.1162,44,159,1,0
VLA-Adapter,B,8.0,0.1162,45,117,1,0
VLA-Adapter,B,8.0,0.1162,46,124,1,0
VLA-Adapter,B,8.0,0.1162,47,106,1,0
VLA-Adapter,B,8.0,0.1162,48,196,1,1
VLA-Adapter,B,8.0,0.1162,49,162,1,0
VLA-Adapter,B,8.0,0.1162,50,133,1,1
VLA-Adapter,C,1.0,0.0997,1,217,1,1
VLA-Adapter,C,1.0,0.0997,2,233,0,1
VLA-Adapter,C,1.0,0.0997,3,234,0,1
VLA-Adapter,C,1.0,0.0997,4,235,0,1
VLA-Adapter,C,1.0,0.0997,5,229,1,0
VLA-Adapter,C,1.0,0.0997,6,233,1,1
VLA-Adapter,C,1.0,0.0997,7,223,1,0
VLA-Adapter,C,1.0,0.0997,8,214,1,1
VLA-Adapter,C,1.0,0.0997,9,211,0,1
VLA-Adapter,C,1.0,0.0997,10,219,1,0
VLA-Adapter,C,1.0,0.0997,11,207,1,1
VLA-Adapter,C,1.0,0.0997,12,219,1,0
VLA-Adapter,C,1.0,0.0997,13,203,1,0
VLA-Adapter,C,1.0,0.0997,14,217,1,0
VLA-Adapter,C,1.0,0.0997,15,202,1,0
VLA-Adapter,C,1.0,0.0997,16,218,1,1
VLA-Adapter,C,1.0,0.0997,17,239,1,1
VLA-Adapter,C,1.0,0.0997,18,208,1,1
VLA-Adapter,C,1.0,0.0997,19,211,1,1
VLA-Adapter,C,1.0,0.0997,20,231,0,1
VLA-Adapter,C,1.0,0.0997,21,216,1,0
VLA-Adapter,C,1.0,0.0997,22,216,1,0
VLA-Adapter,C,1.0,0.0997,23,215,1,1
VLA-Adapter,C,1.0,0.0997,24,200,1,0
VLA-Adapter,C,1.0,0.0997,25,216,0,1
VLA-Adapter,C,1.0,0.0997,26,206,1,1
VLA-Adapter,C,1.0,0.0997,27,229,1,1
VLA-Adapter,C,1.0,0.0997,28,224,1,1
VLA-Adapter,C,1.0,0.0997,29,217,1,0
VLA-Adapter,C,1.0,0.0997,30,213,1,1
VLA-Adapter,C,1.0,0.0997,31,232,1,1
VLA-Adapter,C,1.0,0.0997,32,234,1,1
VLA-Adapter,C,1.0,0.0997,33,222,0,1
VLA-Adapter,C,1.0,0.0997,34,229,1,1
VLA-Adapter,C,1.0,0.0997,35,224,0,1
VLA-Adapter,C,1.0,0.0997,36,212,1,1
VLA-Adapter,C,1.0,0.0997,37,203,1,0
VLA-Adapter,C,1.0,0.0997,38,222,1,1
VLA-Adapter,C,1.0,0.0997,39,222,0,1
VLA-Adapter,C,1.0,0.0997,40,233,0,1
VLA-Adapter,C,1.0,0.0997,41,237,0,1
VLA-Adapter,C,1.0,0.0997,42,235,1,1
VLA-Adapter,C,1.0,0.0997,43,236,0,1
VLA-Adapter,C,1.0,0.0997,44,221,0,1
VLA-Adapter,C,1.0,0.0997,45,235,1,1
VLA-Adapter,C,1.0,0.0997,46,207,1,1
VLA-Adapter,C,1.0,0.0997,47,215,1,0
VLA-Adapter,C,1.0,0.0997,48,205,1,1
VLA-Adapter,C,1.0,0.0997,49,220,1,1
VLA-Adapter,C,1.0,0.0997,50,213,1,1
VLA-Adapter,C,3.0,0.1039,1,217,1,0
VLA-Adapter,C,3.0,0.1039,2,233,0,1
VLA-Adapter,C,3.0,0.1039,3,234,0,1
VLA-Adapter,C,3.0,0.1039,4,235,0,1
VLA-Adapter,C,3.0,0.1039,5,229,1,0
VLA-Adapter,C,3.0,0.1039,6,233,1,1
VLA-Adapter,C,3.0,0.1039,7,223,1,0
VLA-Adapter,C,3.0,0.1039,8,214,1,1
VLA-Adapter,C,3.0,0.1039,9,211,0,1
VLA-Adapter,C,3.0,0.1039,10,219,1,0
